"","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","outcome","treated","matched","true_effect"
"293",0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,-20.7398320876644,0,0,0
"294",1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,31.7925569957444,0,0,0
"295",0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,-4.60417169383825,0,0,0
"296",0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,-34.2287420943715,0,0,0
"297",0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,16.2658498021376,0,0,0
"298",1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,-2.20627663958264,0,0,0
"299",1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,-44.3489529022274,0,0,0
"300",1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,-43.3467561366541,0,0,0
"301",1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,-32.8696095006926,0,0,0
"302",1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,-47.8083854210769,0,0,0
"303",1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,18.9479749584999,0,0,0
"304",0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,2.56446421908499,0,0,0
"305",0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,29.4551601820953,0,0,0
"306",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-23.0561909344902,0,0,0
"307",0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,-4.42909867735906,0,0,0
"308",0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,11.93057888187,0,0,0
"309",0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,-48.079761193752,0,0,0
"310",1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,-54.7132167095236,0,0,0
"311",0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,-18.8613369499334,0,0,0
"312",1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,-22.7100705792458,0,0,0
"313",1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,-17.0508009191876,0,0,0
"314",0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,-12.7689105588789,0,0,0
"315",0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,-19.2603065932371,0,0,0
"316",1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,-18.3001436428618,0,0,0
"317",0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,80.8508141918248,0,0,0
"318",1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,-75.3741243949404,0,0,0
"319",1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,5.78437644573484,0,0,0
"320",1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,-47.9279892510138,0,0,0
"321",0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,-12.0725436686833,0,0,0
"322",0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,38.0512649962207,0,0,0
"323",1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,-19.0374267978211,0,0,0
"324",1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,-12.3096744573269,0,0,0
"325",0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,50.9436027703061,0,0,0
"326",0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,16.4827162091638,0,0,0
"327",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-18.191135776176,0,0,0
"328",1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,-45.3013575802868,0,0,0
"329",0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1.03027608385085,0,0,0
"330",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-16.2850303098026,0,0,0
"331",1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,-22.5673229612073,0,0,0
"332",1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,-34.1306458829766,0,0,0
"333",1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,16.0243924588073,0,0,0
"334",0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,40.1108420022244,0,0,0
"335",1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,-4.85810690829664,0,0,0
"336",0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,-15.7957779252935,0,0,0
"337",0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,34.2115608915792,0,0,0
"338",1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,23.9672406284969,0,0,0
"339",1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,-28.2043968660984,0,0,0
"340",0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,-4.42909867735906,0,0,0
"341",1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,-22.86531996246,0,0,0
"342",0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1.82718106412571,0,0,0
"343",1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,65.0716681495447,0,0,0
"344",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,39.5823737051015,0,0,0
"345",1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,-17.8261964993466,0,0,0
"346",1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,-44.2688792529217,0,0,0
"347",1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,10.3243366425975,0,0,0
"348",1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,-30.2321017728127,0,0,0
"349",0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,-63.5173156367135,0,0,0
"350",1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,42.0754263247112,0,0,0
"351",1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,-48.1131034236013,0,0,0
"352",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,-42.8424918332091,0,0,0
"353",0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,12.7768699035151,0,0,0
"354",0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,-19.1512987265512,0,0,0
"355",1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,25.5480882444223,0,0,0
"356",0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,-22.2849493531133,0,0,0
"357",1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,-11.4847245964379,0,0,0
"358",1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,-2.22490782746861,0,0,0
"359",1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,-8.63043978324248,0,0,0
"360",1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,26.8138396965045,0,0,0
"361",0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,51.7751375660446,0,0,0
"362",1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,-0.347359665573155,0,0,0
"363",1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,-61.5101923443458,0,0,0
"364",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,5.1999501107198,0,0,0
"365",1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,16.939053575383,0,0,0
"366",0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,-31.8750009036432,0,0,0
"367",0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,41.1301667291796,0,0,0
"368",0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,-8.77677552869811,0,0,0
"369",1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,-18.8031724398334,0,0,0
"370",1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,-16.1375676219658,0,0,0
"371",1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,17.9537730773535,0,0,0
"372",0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,5.94250225960502,0,0,0
"373",0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,80.4917762498162,0,0,0
"374",1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,33.1833508821745,0,0,0
"375",0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,2.80497667106349,0,0,0
"376",1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6.14341438774348,0,0,0
"377",1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-39.2110814036013,0,0,0
"378",0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,62.5134542147119,0,0,0
"379",0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,5.69811484564711,0,0,0
"380",0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,42.7406288514828,0,0,0
"381",1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,-10.0950619228262,0,0,0
"382",0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,42.7406288514828,0,0,0
"383",1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,33.7791828743779,0,0,0
"384",1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,-23.4805562584291,0,0,0
"385",0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,8.63481074188482,0,0,0
"386",1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,-46.3713988965304,0,0,0
"387",1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1.80814346747582,0,0,0
"388",0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,-26.4742833048881,0,0,0
"389",1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,5.66046522420532,0,0,0
"390",1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,-51.2134980004421,0,0,0
"391",0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,-19.5189479762508,0,0,0
"392",0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,26.7219354350519,0,0,0
"393",0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,16.2457251261453,0,0,0
"394",0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,-26.055001209308,0,0,0
"395",0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,-33.7457929308334,0,0,0
"396",1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,-58.8782768120475,0,0,0
"397",0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,-49.4291295836417,0,0,0
"398",1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,-22.2878257837693,0,0,0
"399",0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,-24.0585045053893,0,0,0
"400",0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,21.844018362531,0,0,0
"401",0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,-18.8002960091775,0,0,0
"402",1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,-11.3348004649884,0,0,0
"403",1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,-34.9027645901367,0,0,0
"404",0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,14.3832867831758,0,0,0
"405",1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,-3.67002165338295,0,0,0
"406",0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,6.14629081839945,0,0,0
"407",0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,-28.8850626390357,0,0,0
"408",0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,10.8927321044192,0,0,0
"409",1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,-26.7780450445239,0,0,0
"410",0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,-1.87752593521466,0,0,0
"411",1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,-2.62668994798115,0,0,0
"412",1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,-54.9100790584234,0,0,0
"413",1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,-13.3198036385046,0,0,0
"414",1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,-40.3198887702395,0,0,0
"415",1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,55.1052949498751,0,0,0
"416",1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,19.794444315002,0,0,0
"417",1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,-35.971317120625,0,0,0
"418",0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,-19.1333210412662,0,0,0
"419",1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,-44.1358717482642,0,0,0
"420",0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,7.23961760788535,0,0,0
"421",1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,-56.5987079358042,0,0,0
"422",0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,-11.959660840018,0,0,0
"423",1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,41.6450476123825,0,0,0
"424",1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,-10.2940320729383,0,0,0
"425",1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,17.3417364136961,0,0,0
"426",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-47.9056045066885,0,0,0
"427",1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,-35.8951885876239,0,0,0
"428",0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,-18.7298323646407,0,0,0
"429",1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,-11.8496638732673,0,0,0
"430",1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,-70.1774807633269,0,0,0
"431",1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,3.00976376118136,0,0,0
"432",0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,-18.9069113125933,0,0,0
"433",0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,-4.31241710831116,0,0,0
"434",1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,-13.4957537807672,0,0,0
"435",0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,2.71077765986377,0,0,0
"436",0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,-4.55051247511627,0,0,0
"437",0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,16.6440950150883,0,0,0
"438",0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1.58076727732644,0,0,0
"439",1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,-26.7419930685002,0,0,0
"440",0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,8.61597434537584,0,0,0
"441",0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1.99594159208414,0,0,0
"442",0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,-0.812860409531581,0,0,0
"443",0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,46.1390204295763,0,0,0
"444",1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,-54.0361777081359,0,0,0
"445",0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,20.2989010970821,0,0,0
"446",0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,75.258163616804,0,0,0
"447",1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,-50.5322944546696,0,0,0
"448",0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,47.9787126717024,0,0,0
"449",1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,-25.1594005686487,0,0,0
"450",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,-34.4038151108507,0,0,0
"451",1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6.14341438774348,0,0,0
"452",1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,-12.9217111209843,0,0,0
"453",1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,61.6535757791467,0,0,0
"454",0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,16.3067660669013,0,0,0
"455",0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,64.7433891673966,0,0,0
"456",0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,-1.01100630696111,0,0,0
"457",0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,-35.8452223568214,0,0,0
"458",0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,46.7109552881468,0,0,0
"459",0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,18.4870472714879,0,0,0
"460",1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2.27812326758698,0,0,0
"461",1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,11.84540419537,0,0,0
"462",1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,-4.55338890577224,0,0,0
"463",0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,33.2230820103967,0,0,0
"464",0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,12.7768699035151,0,0,0
"465",1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,35.0449343264601,0,0,0
"466",0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,36.3108735122413,0,0,0
"467",1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,64.678218539023,0,0,0
"468",0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,-70.0034987166516,0,0,0
"469",0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,3.92826605232913,0,0,0
"470",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-11.4605070050258,0,0,0
"471",1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,13.7868593790677,0,0,0
"472",0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,18.9975218598032,0,0,0
"473",0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,-34.1287386548369,0,0,0
"474",0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,-38.6679020645152,0,0,0
"475",0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,-58.8754003813916,0,0,0
"476",1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,-48.087952448567,0,0,0
"477",0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,19.0908963747991,0,0,0
"478",1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,25.9775898309677,0,0,0
"479",0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,-9.07111580242,0,0,0
"480",0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,19.9054514865604,0,0,0
"481",1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,-33.7011442964312,0,0,0
"482",0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,17.1546545072688,0,0,0
"483",1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,33.2812465204967,0,0,0
"484",0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4.85022640527954,0,0,0
"485",1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,23.1930283717306,0,0,0
"486",0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,39.3399369935418,0,0,0
"487",1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,-51.5114950016948,0,0,0
"488",0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,32.5511437122917,0,0,0
"489",0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,6.89136334202355,0,0,0
"490",1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,23.0519137816689,0,0,0
"491",1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,-17.7080082777809,0,0,0
"492",1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,-58.1061581048874,0,0,0
"493",1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,9.59497369226007,0,0,0
"494",1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,-51.2134980004421,0,0,0
"495",1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,29.0698020542365,0,0,0
"496",0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,49.3559465349763,0,0,0
"497",1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,-55.4242200837586,0,0,0
"498",0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,-5.99221406946102,0,0,0
"499",0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,-8.01269650477304,0,0,0
"500",1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,-39.3697086987185,0,0,0
"501",0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,-32.2383427617502,0,0,0
"502",1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,-25.1385563525433,0,0,0
"503",1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,78.9093708851982,0,0,0
"504",0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,-60.9506775294234,0,0,0
"505",1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,-54.9100790584234,0,0,0
"506",0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,21.7440149229964,0,0,0
"507",1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,23.5464236523743,0,0,0
"508",0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,5.58910697896128,0,0,0
"509",1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,-40.7798993542991,0,0,0
"510",1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,-3.46893572698382,0,0,0
"511",1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,-38.1030801208529,0,0,0
"512",1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,-18.5743259961408,0,0,0
"513",0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,16.2807531569813,0,0,0
"514",0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,24.1735079306892,0,0,0
"515",1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,23.5520663137392,0,0,0
"516",0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,13.2201460392141,0,0,0
"517",0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1.67565951395379,0,0,0
"518",1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,38.0054459279597,0,0,0
"519",1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,30.2558813776768,0,0,0
"520",1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,6.71174453610922,0,0,0
"521",1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,20.7395060107481,0,0,0
"522",1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,2.81055890811399,0,0,0
"523",0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,19.6073624085747,0,0,0
"524",0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,5.94250225960502,0,0,0
"525",0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,-15.8366941900571,0,0,0
"526",1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,-63.3552843034184,0,0,0
"527",0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,2.91785949972873,0,0,0
"528",1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,-5.05496925719638,0,0,0
"529",0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,-53.4991099803932,0,0,0
"530",1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,54.6290796943615,0,0,0
"531",0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,33.6878076642546,0,0,0
"532",1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,17.2409161073566,0,0,0
"533",0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,32.9505245092953,0,0,0
"534",0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,7.05845451120281,0,0,0
"535",1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,-19.1622103818421,0,0,0
"536",0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,19.0908963747991,0,0,0
"537",0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,19.1999042414849,0,0,0
"538",1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,-36.557962855404,0,0,0
"539",0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,12.4907830888767,0,0,0
"540",0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,2.56446421908499,0,0,0
"541",0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,-10.3996402197254,0,0,0
"542",0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,-1.20558763710963,0,0,0
"543",0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,-28.011091438696,0,0,0
"544",1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,-47.375820268642,0,0,0
"545",1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,-46.3713988965304,0,0,0
"546",1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1.90418197073465,0,0,0
"547",1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,3.40672747301161,0,0,0
"548",1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,-29.7016275442164,0,0,0
"549",0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,21.2155466258735,0,0,0
"550",0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,45.2658414622324,0,0,0
"551",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-15.2693089330432,0,0,0
"552",0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,2.11460909496614,0,0,0
"553",1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,24.1706315000332,0,0,0
"554",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,-27.3021214735042,0,0,0
"555",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.3345501639195,0,0,0
"556",1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,-26.8031960195581,0,0,0
"557",0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0.510173681931172,0,0,0
"558",1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,15.2585519993701,0,0,0
"559",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-7.24549217942905,0,0,0
"560",1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,-45.0579948645317,0,0,0
"561",1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,-55.8176696942803,0,0,0
"562",0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,-26.0727063929986,0,0,0
"563",0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,-22.9709987730662,0,0,0
"564",0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,13.3155264856834,0,0,0
"565",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-24.9799290574261,0,0,0
"566",1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,49.2097309077204,0,0,0
"567",1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,-6.78902519142893,0,0,0
"568",0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,62.4986979888054,0,0,0
"569",1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,24.9129243052846,0,0,0
"570",0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,-8.00256327193176,0,0,0
"571",1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,34.3846346031858,0,0,0
"572",0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,8.93264573283552,0,0,0
"573",1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,-69.9350440517673,0,0,0
"574",0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,-28.9850883052511,0,0,0
"575",1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,8.82076143549371,0,0,0
"576",0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,-19.5577038401291,0,0,0
"577",1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,15.1720134469634,0,0,0
"578",0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,-40.6451914974918,0,0,0
"579",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,25.2326958688961,0,0,0
"580",0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,-16.5330610802528,0,0,0
"581",1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,-12.3734171005919,0,0,0
"582",0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,-42.2926003940942,0,0,0
"583",0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,-11.5828312354386,0,0,0
"584",0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,18.7193721631201,0,0,0
"585",0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,9.91634267459407,0,0,0
