,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,outcome,treated,matched,true_effect
10258,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28.55819335660257,0,0,0.0
10259,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,22.714331035949172,0,0,0.0
10260,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,29.011010725017048,0,0,0.0
10261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.530422197169877,0,0,0.0
10262,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,41.398635158909926,0,0,0.0
10263,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,23.468043716688534,0,0,0.0
10264,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,39.95178710522446,0,0,0.0
10265,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,27.50521384120016,0,0,0.0
10266,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,23.34806168134316,0,0,0.0
10267,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.257833628823153,0,0,0.0
10268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.11758007385864,0,0,0.0
10269,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,18.945727527000788,0,0,0.0
10270,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,25.08275354405737,0,0,0.0
10271,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.63419874652256,0,0,0.0
10272,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,19.083599929116055,0,0,0.0
10273,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27.9074913291686,0,0,0.0
10274,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,48.42246665920334,0,0,0.0
10275,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,25.967982453318072,0,0,0.0
10276,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,26.542846513683493,0,0,0.0
10277,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.843797606829707,0,0,0.0
10278,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.448818877331918,0,0,0.0
10279,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,50.28380052013467,0,0,0.0
10280,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,41.81429194850135,0,0,0.0
10281,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,30.685932435519458,0,0,0.0
10282,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,31.709306280047084,0,0,0.0
10283,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.495096432515466,0,0,0.0
10284,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,18.449567864115625,0,0,0.0
10285,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,28.73925960028571,0,0,0.0
10286,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2.8892028184757903,0,0,0.0
10287,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.7940288813459002,0,0,0.0
10288,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,44.08388918313918,0,0,0.0
10289,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,26.75322537754156,0,0,0.0
10290,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.125006206261393,0,0,0.0
10291,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,48.922687832376745,0,0,0.0
10292,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,30.217908167597564,0,0,0.0
10293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.757154618812231,0,0,0.0
10294,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,58.259820233380815,0,0,0.0
10295,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,35.687695606034914,0,0,0.0
10296,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,30.98409460154299,0,0,0.0
10297,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,39.0972524077776,0,0,0.0
10298,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,34.47666578042387,0,0,0.0
10299,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,22.96362542429328,0,0,0.0
10300,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,43.230298068688,0,0,0.0
10301,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,16.778738549558856,0,0,0.0
10302,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,20.093721709004374,0,0,0.0
10303,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,42.507142018749676,0,0,0.0
10304,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,29.88892635288694,0,0,0.0
10305,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,57.49319910959363,0,0,0.0
10306,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,43.5497648377757,0,0,0.0
10307,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,45.39270749956687,0,0,0.0
10308,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15.04449088242625,0,0,0.0
10309,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.6397922714752422,0,0,0.0
10310,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,20.99074326233554,0,0,0.0
10311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.165457901956496,0,0,0.0
10312,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.969604806015122,0,0,0.0
10313,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,20.507016449435685,0,0,0.0
10314,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,43.08719562088912,0,0,0.0
10315,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,24.618550220850004,0,0,0.0
10316,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,28.684202889105627,0,0,0.0
10317,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,55.37504147297106,0,0,0.0
10318,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,15.223373390423477,0,0,0.0
10319,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,17.229568162123446,0,0,0.0
10320,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,18.927326441515916,0,0,0.0
10321,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,27.126367159128662,0,0,0.0
10322,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,29.42664806257838,0,0,0.0
10323,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,24.964204576762604,0,0,0.0
10324,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,55.00320416222675,0,0,0.0
10325,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,56.28238896586725,0,0,0.0
10326,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,29.395603809457292,0,0,0.0
10327,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,25.734979199755582,0,0,0.0
10328,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,54.02016928677631,0,0,0.0
10329,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,30.709674545133847,0,0,0.0
10330,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,49.1968898107918,0,0,0.0
10331,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,25.9576084531629,0,0,0.0
10332,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,12.205157476297373,0,0,0.0
10333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.791937205828697,0,0,0.0
10334,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,31.1269020087831,0,0,0.0
10335,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,15.54273228446468,0,0,0.0
10336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.479208715285049,0,0,0.0
10337,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.362336409297992,0,0,0.0
10338,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,37.35687532549389,0,0,0.0
10339,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,33.394522649975904,0,0,0.0
10340,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,47.91571907013777,0,0,0.0
10341,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,47.769782422604166,0,0,0.0
10342,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,42.24049323181055,0,0,0.0
10343,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,44.2076814627535,0,0,0.0
10344,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,57.71743413848464,0,0,0.0
10345,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,28.472711279896217,0,0,0.0
10346,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,15.316902178635752,0,0,0.0
10347,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,17.893971662827084,0,0,0.0
10348,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,19.50614442661675,0,0,0.0
10349,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,37.68339938518881,0,0,0.0
10350,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,26.65054317507647,0,0,0.0
10351,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,45.322144959661465,0,0,0.0
10352,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-8.136523125333362,0,0,0.0
10353,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,50.6102403740957,0,0,0.0
10354,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17.27984332047177,0,0,0.0
10355,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,50.40507733597231,0,0,0.0
10356,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,48.84321521414554,0,0,0.0
10357,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,27.241036985995507,0,0,0.0
10358,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,32.40386517948669,0,0,0.0
10359,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,33.83448595935029,0,0,0.0
10360,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8.200272722779895,0,0,0.0
10361,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29.443828682629487,0,0,0.0
10362,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,20.557925889199865,0,0,0.0
10363,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,34.219130183202495,0,0,0.0
10364,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,37.30506238335004,0,0,0.0
10365,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,31.06166985511753,0,0,0.0
10366,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,22.694681853382924,0,0,0.0
10367,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,28.82742486507951,0,0,0.0
10368,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,41.283249735276335,0,0,0.0
10369,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,6.303225161095238,0,0,0.0
10370,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,45.47138915177424,0,0,0.0
10371,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26.300093706336384,0,0,0.0
10372,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,13.75897153637229,0,0,0.0
10373,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,29.389287617565206,0,0,0.0
10374,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,50.79623713432356,0,0,0.0
10375,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,31.384078619048168,0,0,0.0
10376,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,22.53289617625806,0,0,0.0
10377,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,20.390035204345367,0,0,0.0
10378,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.843814056690967,0,0,0.0
10379,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30.63765722890728,0,0,0.0
10380,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,31.660540166192117,0,0,0.0
10381,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,27.51146964476319,0,0,0.0
10382,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,29.882023201673668,0,0,0.0
10383,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,36.658573435353475,0,0,0.0
10384,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,28.101395180575924,0,0,0.0
10385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.96215140120217,0,0,0.0
10386,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,14.764217755368882,0,0,0.0
10387,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,35.672492459710334,0,0,0.0
10388,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,23.946192508056125,0,0,0.0
10389,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9.620790277944847,0,0,0.0
10390,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,33.162917300995005,0,0,0.0
10391,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.535550638670876,0,0,0.0
10392,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,26.82378956452599,0,0,0.0
10393,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,37.81703120231416,0,0,0.0
10394,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,15.58272849798671,0,0,0.0
10395,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,20.810481883970308,0,0,0.0
10396,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,31.027478482576072,0,0,0.0
10397,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,24.963489282024426,0,0,0.0
10398,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,19.773756823201456,0,0,0.0
10399,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,23.265073867321725,0,0,0.0
10400,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7.530809946708752,0,0,0.0
10401,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,43.24020273233788,0,0,0.0
10402,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,33.19998179023331,0,0,0.0
10403,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,32.31656580256884,0,0,0.0
10404,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,48.223417373830074,0,0,0.0
10405,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,43.568989348687204,0,0,0.0
10406,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,24.5963203128162,0,0,0.0
10407,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29.101358529754027,0,0,0.0
10408,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,18.188819295074474,0,0,0.0
10409,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,31.06442830377719,0,0,0.0
10410,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,15.745801529302264,0,0,0.0
10411,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,35.61192443883736,0,0,0.0
10412,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,33.17466558487289,0,0,0.0
10413,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,38.058053698537634,0,0,0.0
10414,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,51.473587061216946,0,0,0.0
10415,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,33.975627045648885,0,0,0.0
10416,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,41.63886116638721,0,0,0.0
10417,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,19.227025321867604,0,0,0.0
10418,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.3854971931362727,0,0,0.0
10419,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,20.866138675080002,0,0,0.0
10420,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33.80040497414424,0,0,0.0
10421,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,35.38589282584222,0,0,0.0
10422,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,33.60097433201956,0,0,0.0
10423,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,54.79059560961166,0,0,0.0
10424,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,37.91064591058863,0,0,0.0
10425,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,44.06043455249025,0,0,0.0
10426,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11.67296218737463,0,0,0.0
10427,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,27.984148821392232,0,0,0.0
10428,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,29.926921007104475,0,0,0.0
10429,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13.125109082924743,0,0,0.0
10430,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.832149350176696,0,0,0.0
10431,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9.274913292959116,0,0,0.0
10432,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,18.200141644716872,0,0,0.0
10433,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22.776667677069874,0,0,0.0
10434,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,56.28578322815676,0,0,0.0
10435,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,16.035346816373515,0,0,0.0
10436,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,42.06107616026224,0,0,0.0
10437,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,29.868011967922914,0,0,0.0
10438,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,42.60343982981308,0,0,0.0
10439,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,18.32116847352881,0,0,0.0
10440,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28.012977855565552,0,0,0.0
10441,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,34.77001766198757,0,0,0.0
10442,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.40657566317255495,0,0,0.0
10443,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,44.78355632308224,0,0,0.0
10444,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22.51901663398607,0,0,0.0
10445,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,37.25243614935779,0,0,0.0
10446,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,41.34006915796154,0,0,0.0
10447,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,31.283800371332443,0,0,0.0
10448,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26.74866811048262,0,0,0.0
10449,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25.080190139957548,0,0,0.0
10450,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,25.634033409291394,0,0,0.0
10451,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,21.11000237795434,0,0,0.0
10452,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,44.791868172549954,0,0,0.0
10453,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,26.519718985560118,0,0,0.0
10454,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,28.265090794363342,0,0,0.0
10455,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,20.832322537993647,0,0,0.0
10456,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,27.46664065748343,0,0,0.0
10457,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23.20871578490823,0,0,0.0
10458,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.461091781062265,0,0,0.0
10459,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.083903453857413,0,0,0.0
10460,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.794610561397606,0,0,0.0
10461,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,22.615548205158667,0,0,0.0
10462,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,41.50193376364045,0,0,0.0
10463,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,4.385469845454628,0,0,0.0
10464,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,40.02824375573237,0,0,0.0
10465,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.91266004081829,0,0,0.0
10466,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.668380636150328,0,0,0.0
10467,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12.763614715485256,0,0,0.0
10468,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,37.03839048251133,0,0,0.0
10469,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,28.262046231751622,0,0,0.0
10470,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,36.618437159854906,0,0,0.0
10471,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,41.28387535947709,0,0,0.0
10472,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,20.469108785017863,0,0,0.0
10473,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,25.903679666200173,0,0,0.0
10474,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,25.322039400472597,0,0,0.0
10475,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,32.696237479638306,0,0,0.0
10476,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,37.10154350625674,0,0,0.0
10477,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,25.267726524283404,0,0,0.0
10478,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,28.563339177627235,0,0,0.0
10479,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,32.11168471394786,0,0,0.0
10480,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,18.183506987836644,0,0,0.0
10481,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,47.31122200932751,0,0,0.0
10482,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,37.13408026007815,0,0,0.0
10483,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,20.388402831937945,0,0,0.0
10484,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,24.116751303328275,0,0,0.0
10485,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24.22652148141051,0,0,0.0
10486,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,16.576409242932556,0,0,0.0
10487,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,28.287224646046393,0,0,0.0
10488,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7.220699400155777,0,0,0.0
10489,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,32.04885594240819,0,0,0.0
10490,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,15.193208981688652,0,0,0.0
10491,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,42.48727124154302,0,0,0.0
10492,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,20.460373086139164,0,0,0.0
10493,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,28.56112839856474,0,0,0.0
10494,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,41.147742591103295,0,0,0.0
10495,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23.771324676538807,0,0,0.0
10496,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,29.39235179477341,0,0,0.0
10497,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,51.19573755016462,0,0,0.0
10498,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,30.668948798497205,0,0,0.0
10499,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,48.04185192768987,0,0,0.0
10500,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,35.1167879964016,0,0,0.0
10501,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,29.87667221931166,0,0,0.0
10502,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,41.80170537234065,0,0,0.0
10503,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,28.581697134438894,0,0,0.0
10504,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19.236108889898123,0,0,0.0
10505,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,42.439188511192796,0,0,0.0
10506,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,47.144158637046836,0,0,0.0
10507,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,28.835071791322324,0,0,0.0
10508,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,26.895648288672582,0,0,0.0
10509,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,32.40644654009228,0,0,0.0
10510,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28.160787805647832,0,0,0.0
10511,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,21.526073570151965,0,0,0.0
10512,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,39.92188214722079,0,0,0.0
10513,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,48.19748498993669,0,0,0.0
10514,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,32.15406463530419,0,0,0.0
10515,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,26.707903995261006,0,0,0.0
10516,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,57.39054370694994,0,0,0.0
10517,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,40.283640899929246,0,0,0.0
10518,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,21.638670674067743,0,0,0.0
10519,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,4.38659802526308,0,0,0.0
10520,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,40.31260254654038,0,0,0.0
10521,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.448613564669685,0,0,0.0
10522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.969329990327619,0,0,0.0
10523,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13.6264812499828,0,0,0.0
10524,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.646170498539679,0,0,0.0
10525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6270553190390653,0,0,0.0
10526,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,20.510359713670844,0,0,0.0
10527,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,31.681195461051797,0,0,0.0
10528,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,34.897290937052745,0,0,0.0
10529,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,55.49598042142887,0,0,0.0
10530,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,50.93102827933864,0,0,0.0
10531,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,24.331022395633717,0,0,0.0
10532,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,31.497752127881427,0,0,0.0
10533,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,28.971326036129927,0,0,0.0
10534,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,41.341034976568146,0,0,0.0
10535,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,42.28258364648374,0,0,0.0
10536,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12.340065978018119,0,0,0.0
10537,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,47.293400905397576,0,0,0.0
10538,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.847290300469894,0,0,0.0
10539,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.5421434205686175,0,0,0.0
10540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0286193205306449,0,0,0.0
10541,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6.08510148085076,0,0,0.0
